City,Month,Product_Type,Marketing_Channel,Customer_Income_Level,Marketing_Budget_INR,Discount_Rate,Conversion_Rate,Num_Sales,Sales_Revenue_INR,ROI,Customer_Age
Delhi,2023-12,Electronics,TV,Medium,1571999,0.11,0.03,52347,232944150,148.18,22
Bangalore,2023-03,Furniture,Radio,Medium,584693,0.23,0.049,35239,108536120,185.63,40
Kolkata,2023-06,Healthcare,Outdoor,Medium,2812929,0.13,0.136,432290,1316323050,467.95,30
Chennai,2023-08,FMCG,Outdoor,Medium,2074570,0.06,0.032,70369,99220290,47.83,30
Kolkata,2023-07,Electronics,TV,High,1338185,0.19,0.056,89176,361162800,269.89,22
Delhi,2023-03,Electronics,TV,Medium,1904475,0.26,0.075,179972,665896400,349.65,22
Delhi,2023-08,Clothing,Print,Low,2376342,0.15,0.129,352530,599301000,252.19,22
Bangalore,2023-02,Healthcare,Digital,High,1126889,0.2,0.141,190669,533873200,473.76,53
Hyderabad,2023-10,FMCG,Digital,High,1337059,0.28,0.07,119800,129384000,96.77,65
Kolkata,2023-09,Furniture,Digital,Medium,836725,0.25,0.14,146426,439278000,525.0,40
Surat,2023-04,Clothing,Outdoor,Low,2008719,0.1,0.033,72916,131248800,65.34,30
Bangalore,2023-01,FMCG,Digital,Low,2640499,0.23,0.032,103930,120039150,45.46,30
Ahmedabad,2023-08,Healthcare,Print,Medium,2114085,0.18,0.143,356730,1023815100,484.28,65
Delhi,2023-07,FMCG,Print,Medium,2244712,0.24,0.081,225458,257022120,114.5,22
Bangalore,2023-11,Electronics,Digital,Low,860347,0.17,0.036,36237,150383550,174.79,22
Kolkata,2023-05,Electronics,TV,High,2622270,0.08,0.078,220900,1016140000,387.5,30
Delhi,2023-10,Clothing,Print,High,1497197,0.19,0.12,213799,346354380,231.34,65
Chennai,2023-05,Healthcare,TV,Medium,2723829,0.17,0.126,401546,1166491130,428.25,30
Bangalore,2023-07,Healthcare,Outdoor,High,1565597,0.18,0.131,242009,694565830,443.64,22
Pune,2023-05,FMCG,Print,High,2015684,0.27,0.09,230392,252279240,125.16,40
Delhi,2023-08,Clothing,TV,Low,1518613,0.27,0.131,252651,368870460,242.9,22
Kolkata,2023-11,Healthcare,Digital,High,548215,0.16,0.081,51510,151439400,276.24,40
Mumbai,2023-06,Electronics,Outdoor,Low,763367,0.16,0.095,84123,353316600,462.84,53
Surat,2023-05,FMCG,Radio,Medium,590162,0.18,0.116,80781,99360630,168.36,65
Kanpur,2023-09,Furniture,Radio,Medium,2581256,0.18,0.07,213211,699332080,270.93,53
Hyderabad,2023-11,Electronics,Digital,Low,1307958,0.29,0.02,33745,119794750,91.59,22
Kanpur,2023-02,Clothing,Outdoor,Low,1533438,0.21,0.059,109472,172965760,112.8,65
Kolkata,2023-01,Healthcare,Outdoor,Medium,1587405,0.12,0.097,172455,531161400,334.61,22
Ahmedabad,2023-08,Electronics,Outdoor,Low,1600438,0.18,0.037,69875,286487500,179.01,65
Ahmedabad,2023-12,Furniture,Outdoor,Medium,913552,0.21,0.031,34267,108283720,118.53,65
Mumbai,2023-03,Furniture,Radio,Medium,530796,0.21,0.051,32755,103505800,195.0,22
Hyderabad,2023-11,Clothing,TV,Medium,2089682,0.2,0.014,35106,56169600,26.88,22
Pune,2023-12,Electronics,Outdoor,Medium,1310920,0.09,0.114,162894,741167700,565.38,65
Mumbai,2023-12,FMCG,TV,Medium,2241888,0.06,0.046,109314,154132740,68.75,65
Kanpur,2023-12,Electronics,Outdoor,Medium,2418912,0.13,0.027,73801,321034350,132.72,22
Mumbai,2023-07,Furniture,Print,High,954673,0.16,0.108,119601,401859360,420.94,22
Kanpur,2023-10,Clothing,Print,High,596931,0.07,0.128,81755,152064299,254.74,30
Delhi,2023-11,Clothing,Print,Medium,2526046,0.25,0.013,41048,61572000,24.37,30
Ahmedabad,2023-08,FMCG,Outdoor,High,1624096,0.14,0.043,79613,102700770,63.24,30
Delhi,2023-06,Clothing,TV,Low,1058549,0.28,0.142,192401,277057440,261.73,53
Surat,2023-12,Clothing,Radio,Low,777851,0.09,0.064,54262,98756840,126.96,65
Hyderabad,2023-10,Clothing,Digital,Medium,2877305,0.06,0.141,430042,808478960,280.98,40
Pune,2023-09,Clothing,Radio,High,1042519,0.17,0.048,58547,97188020,93.22,53
Kanpur,2023-07,Clothing,Outdoor,Low,2889121,0.1,0.041,130299,234538200,81.18,65
Pune,2023-10,Furniture,Print,Low,909141,0.28,0.04,46548,134058240,147.46,40
Kanpur,2023-05,Electronics,Print,Low,1025604,0.05,0.022,23691,112532250,109.72,30
Kolkata,2023-08,Healthcare,TV,Low,1645184,0.15,0.136,257306,765485350,465.29,40
Mumbai,2023-02,Clothing,Outdoor,High,2992394,0.28,0.147,563048,810789120,270.95,22
Surat,2023-07,Healthcare,Radio,Low,777433,0.15,0.144,128742,383007450,492.66,22
Ahmedabad,2023-04,Healthcare,Outdoor,Low,2121750,0.07,0.129,292865,953275575,449.29,65
Kanpur,2023-09,Furniture,Outdoor,Low,1613596,0.13,0.129,235213,818541240,507.28,53
Pune,2023-12,Clothing,Print,Medium,2553785,0.17,0.103,307756,510874960,200.05,30
Surat,2023-01,Healthcare,Radio,Low,868205,0.1,0.126,120333,379048950,436.59,65
Chennai,2023-07,Clothing,Digital,Low,585643,0.17,0.039,26722,44358520,75.74,30
Chennai,2023-06,FMCG,Print,High,1910547,0.26,0.064,154066,171013260,89.51,22
Delhi,2023-08,FMCG,Radio,Low,2987385,0.27,0.1,379397,415439715,139.06,53
Ahmedabad,2023-05,FMCG,TV,Low,2052816,0.06,0.132,287230,404994300,197.29,53
Kolkata,2023-01,Healthcare,Print,Low,1089488,0.09,0.102,121129,385795865,354.11,22
Pune,2023-01,FMCG,TV,Medium,2840102,0.12,0.127,403976,533248320,187.76,40
Mumbai,2023-09,Furniture,Print,High,1692443,0.2,0.076,154350,493920000,291.84,53
Mumbai,2023-10,Furniture,Outdoor,High,2814659,0.14,0.11,352958,1214175520,431.38,40
Pune,2023-06,Healthcare,Radio,Medium,2815335,0.26,0.147,521456,1350571040,479.72,30
Hyderabad,2023-10,Clothing,TV,Medium,2265449,0.23,0.031,86381,133026740,58.72,53
Kolkata,2023-05,Electronics,Print,High,1043293,0.08,0.14,157745,725627000,695.52,22
Surat,2023-01,Clothing,TV,Low,610737,0.21,0.083,61336,96910880,158.68,40
Kanpur,2023-06,Clothing,Print,High,2289032,0.08,0.1,247215,454875600,198.72,30
Hyderabad,2023-06,Clothing,Print,Medium,722316,0.11,0.133,106635,189810300,262.78,30
Kanpur,2023-03,Clothing,Digital,Low,2244188,0.09,0.067,163893,298285260,132.91,53
Kanpur,2023-08,Electronics,Digital,High,978706,0.09,0.069,73608,334916400,342.2,53
Hyderabad,2023-01,FMCG,Digital,Low,2824395,0.2,0.084,284699,341638800,120.96,65
Delhi,2023-01,Clothing,TV,Low,631777,0.19,0.013,9773,15832260,25.06,65
Chennai,2023-06,Furniture,Outdoor,Medium,813654,0.09,0.08,70950,258258000,317.41,53
Kanpur,2023-10,Healthcare,Print,High,1332725,0.3,0.051,88359,216479550,162.43,65
Hyderabad,2023-01,Healthcare,Radio,Medium,2453230,0.16,0.14,398404,1171307760,477.46,22
Hyderabad,2023-06,Furniture,Digital,High,1519620,0.07,0.022,35771,133068119,87.57,22
Bangalore,2023-01,Clothing,TV,High,2170255,0.08,0.074,173446,319140640,147.05,65
Delhi,2023-06,Electronics,TV,Low,1472634,0.2,0.143,252703,1010812000,686.4,53
Ahmedabad,2023-03,FMCG,TV,Low,1485359,0.29,0.136,260591,277529415,186.84,22
Bangalore,2023-08,Healthcare,Radio,Low,560216,0.19,0.108,71998,204114330,364.35,30
Bangalore,2023-06,FMCG,Radio,Medium,1097987,0.29,0.093,131725,140287125,127.77,53
Pune,2023-11,Electronics,Digital,Low,1810929,0.16,0.049,102933,432318600,238.73,40
Chennai,2023-01,Healthcare,Radio,Medium,2995202,0.16,0.061,211940,623103600,208.03,40
Hyderabad,2023-05,FMCG,Digital,Low,2135349,0.18,0.023,57953,71282190,33.38,53
Chennai,2023-08,Electronics,Radio,Medium,2518039,0.22,0.12,368640,1437696000,570.96,65
Kolkata,2023-03,FMCG,Radio,High,2019774,0.14,0.055,126639,163364310,80.88,22
Pune,2023-12,Clothing,Radio,Medium,831642,0.27,0.103,108787,158829020,190.98,22
Ahmedabad,2023-06,Electronics,Digital,Medium,906244,0.06,0.06,57637,270893900,298.92,53
Chennai,2023-05,FMCG,Print,Medium,1862262,0.16,0.075,162016,204140160,109.62,30
Mumbai,2023-06,Clothing,Digital,High,904933,0.18,0.088,93968,154107520,170.3,65
Kanpur,2023-10,Clothing,Print,Medium,1520602,0.2,0.122,222616,356185600,234.24,30
Kolkata,2023-01,Electronics,TV,High,2592174,0.12,0.04,116129,510967600,197.12,53
Delhi,2023-07,Furniture,TV,Low,1269893,0.16,0.066,97223,326669280,257.24,53
Ahmedabad,2023-09,Healthcare,Digital,Low,1321644,0.17,0.028,43297,125777785,95.17,30
Kolkata,2023-02,Electronics,Print,High,2900396,0.22,0.021,74308,289801200,99.92,40
Kanpur,2023-10,Clothing,Print,Medium,2333920,0.24,0.095,274935,417901200,179.06,53
Pune,2023-05,Clothing,Print,Low,2523715,0.23,0.036,111750,172095000,68.19,65
Kanpur,2023-10,Electronics,TV,Medium,1076304,0.14,0.018,22085,94965500,88.23,30
Bangalore,2023-04,Furniture,Digital,Medium,1798513,0.3,0.136,317977,890335600,495.04,40
Kanpur,2023-06,Healthcare,Outdoor,High,1977167,0.26,0.085,211754,548442860,277.39,30
Bangalore,2023-06,FMCG,Print,Low,1699968,0.12,0.029,55214,72882480,42.87,40
Pune,2023-11,Electronics,Print,High,1567877,0.1,0.017,29319,131935500,84.15,40
Surat,2023-02,Healthcare,Outdoor,High,754531,0.13,0.027,23020,70095900,92.9,65
Bangalore,2023-02,Healthcare,Digital,High,2502131,0.16,0.076,220587,648525780,259.19,53
Delhi,2023-04,Clothing,Print,High,1198119,0.26,0.104,157001,232361480,193.94,40
Kanpur,2023-01,FMCG,Digital,Medium,1009365,0.24,0.1,125161,142683540,141.36,53
Kanpur,2023-09,Electronics,Print,Low,1511684,0.26,0.03,57141,211421700,139.86,65
Delhi,2023-07,Clothing,Radio,Low,2696169,0.12,0.099,298951,526153760,195.15,53
Mumbai,2023-12,Clothing,Print,Low,2595187,0.2,0.067,208653,333844800,128.64,22
Hyderabad,2023-07,Furniture,Radio,Medium,752980,0.12,0.075,63250,222640000,295.68,40
Surat,2023-03,Healthcare,Digital,Medium,2536991,0.08,0.122,334273,1076359060,424.27,65
Ahmedabad,2023-11,Electronics,Print,High,1710953,0.22,0.057,118979,464018100,271.2,30
Bangalore,2023-12,Electronics,TV,High,1623982,0.09,0.031,54874,249676700,153.74,65
Delhi,2023-03,Electronics,TV,High,1284512,0.22,0.132,206857,806742300,628.05,40
Pune,2023-01,Clothing,Outdoor,High,1428220,0.21,0.04,69125,109217500,76.47,65
Bangalore,2023-03,Furniture,TV,Low,2514665,0.25,0.051,160309,480927000,191.25,30
Hyderabad,2023-03,FMCG,Radio,High,2332981,0.08,0.109,274638,379000440,162.45,22
Pune,2023-04,Clothing,TV,Medium,869199,0.25,0.106,115168,172752000,198.75,40
Kolkata,2023-04,FMCG,TV,Medium,546408,0.3,0.122,86660,90993000,166.53,40
Kanpur,2023-03,Furniture,TV,Medium,1585106,0.26,0.036,71900,212824000,134.26,65
Kolkata,2023-10,Healthcare,Print,High,2707199,0.24,0.059,198058,526834280,194.6,53
Bangalore,2023-12,Electronics,Outdoor,Low,1509424,0.22,0.028,51561,201087900,133.22,53
Hyderabad,2023-08,FMCG,Digital,Low,1346162,0.16,0.086,134293,169209180,125.7,30
Surat,2023-08,Clothing,Outdoor,High,1099911,0.23,0.051,68997,106255380,96.6,22
Bangalore,2023-01,FMCG,Radio,High,1101946,0.23,0.106,143671,165940005,150.59,22
Delhi,2023-07,Healthcare,Print,Medium,1350340,0.21,0.01,16339,45177335,33.46,65
Chennai,2023-11,Electronics,Print,Medium,1892097,0.25,0.018,42572,159645000,84.37,65
Bangalore,2023-02,FMCG,TV,Low,1886298,0.16,0.071,155355,195747300,103.77,53
Kanpur,2023-01,Healthcare,TV,Medium,2623657,0.08,0.144,408031,1313859820,500.77,22
Kanpur,2023-03,Clothing,Radio,Medium,2685982,0.19,0.135,431503,699034860,260.25,22
Bangalore,2023-04,Furniture,Print,High,1632628,0.12,0.149,272452,959031040,587.42,22
Pune,2023-06,Clothing,Digital,Low,1696360,0.15,0.068,132655,225513500,132.94,30
Chennai,2023-10,Electronics,Outdoor,High,529105,0.05,0.017,9444,44859000,84.78,30
Delhi,2023-05,Clothing,Print,Low,2627534,0.15,0.053,160148,272251600,103.61,65
Bangalore,2023-04,Clothing,Digital,High,2947188,0.25,0.105,386818,580227000,196.87,53
Pune,2023-08,Clothing,Digital,Low,1013875,0.19,0.029,34988,56680560,55.9,40
Kanpur,2023-11,Clothing,Outdoor,Medium,519589,0.05,0.052,28369,53901100,103.74,53
Kanpur,2023-12,Electronics,Digital,Low,1194961,0.17,0.018,25165,104434750,87.4,30
Hyderabad,2023-04,Healthcare,Radio,Low,882973,0.12,0.076,75158,231486640,262.17,30
Bangalore,2023-10,FMCG,Digital,High,933891,0.17,0.039,42613,53053185,56.81,65
Chennai,2023-12,Furniture,Radio,Low,665438,0.15,0.023,17600,59840000,89.93,40
Mumbai,2023-02,FMCG,Digital,Low,2994219,0.28,0.068,260616,281465280,94.0,22
Chennai,2023-03,FMCG,TV,Low,2837537,0.06,0.059,177459,250217190,88.18,40
Kanpur,2023-06,Furniture,Digital,High,2244527,0.22,0.085,232757,726201840,323.54,40
Kanpur,2023-08,Electronics,Radio,Low,1487647,0.26,0.115,215560,797572000,536.13,40
Kolkata,2023-08,Furniture,Digital,High,2639123,0.29,0.026,88516,251385440,95.25,65
Kanpur,2023-11,Electronics,Digital,Medium,1291091,0.09,0.121,170281,774778550,600.1,30
Delhi,2023-09,FMCG,Digital,High,1771089,0.18,0.014,29258,35987340,20.32,22
Ahmedabad,2023-07,Electronics,Radio,Low,2308851,0.06,0.072,176211,828191700,358.7,40
Bangalore,2023-02,Healthcare,Digital,Medium,694886,0.17,0.092,74797,217285285,312.69,22
Chennai,2023-08,Furniture,Outdoor,Low,1784664,0.08,0.144,277550,1021384000,572.31,40
Ahmedabad,2023-07,Healthcare,Outdoor,High,1075463,0.26,0.09,121957,315868630,293.7,30
Pune,2023-08,FMCG,Radio,Medium,2062656,0.08,0.032,71285,98373300,47.69,22
Mumbai,2023-12,Furniture,TV,Medium,2241211,0.18,0.082,216859,711297520,317.37,53
Delhi,2023-03,FMCG,Outdoor,Medium,1038225,0.18,0.065,79631,97946130,94.34,30
Chennai,2023-07,Healthcare,Print,Low,2871639,0.29,0.077,285239,708818915,246.83,22
Ahmedabad,2023-10,FMCG,Outdoor,Medium,1595379,0.21,0.038,73355,86925675,54.49,40
Mumbai,2023-09,Furniture,Print,Medium,2530943,0.12,0.08,226772,798237440,315.39,40
Kolkata,2023-03,Furniture,Radio,Medium,2006632,0.11,0.031,69048,245810880,122.5,30
Delhi,2023-10,FMCG,TV,Medium,2674221,0.08,0.114,329250,454365000,169.91,30
Delhi,2023-06,Furniture,Print,High,1991139,0.24,0.093,229618,698038720,350.57,40
Kolkata,2023-02,Furniture,Print,Low,657438,0.22,0.021,16843,52550160,79.93,22
Bangalore,2023-02,FMCG,Outdoor,Low,1365936,0.2,0.135,221281,265537200,194.4,53
Kolkata,2023-05,Healthcare,Print,Medium,1690024,0.06,0.096,171976,565801040,334.79,65
Delhi,2023-05,Furniture,Radio,High,1508154,0.24,0.054,100985,306994400,203.56,30
Delhi,2023-07,Furniture,Radio,Medium,2925550,0.21,0.016,56638,178976080,61.18,40
Ahmedabad,2023-12,Furniture,Radio,Low,1916100,0.29,0.099,244705,694962200,362.7,22
Kanpur,2023-02,Furniture,Outdoor,Low,2925137,0.2,0.062,217630,696416000,238.08,30
Mumbai,2023-11,FMCG,TV,Low,980566,0.13,0.137,151801,198100305,202.03,22
Kolkata,2023-07,Healthcare,Outdoor,Medium,1065972,0.15,0.015,18388,54704300,51.32,30
Mumbai,2023-05,Healthcare,Radio,Medium,1054999,0.09,0.015,17249,54938065,52.07,40
Kolkata,2023-06,Electronics,Outdoor,High,1725618,0.23,0.143,303518,1168544300,677.17,22
Pune,2023-08,Furniture,Radio,High,928580,0.23,0.145,165612,510084960,549.32,40
Delhi,2023-10,Furniture,Digital,Low,1935940,0.1,0.014,29813,107326800,55.44,22
Kanpur,2023-12,Electronics,Digital,Low,2104255,0.09,0.11,252300,1147965000,545.54,30
Ahmedabad,2023-04,Healthcare,Print,High,1040076,0.07,0.041,45628,148519140,142.8,65
Kanpur,2023-07,Clothing,TV,Low,1075343,0.28,0.108,148655,214063200,199.07,65
Kanpur,2023-06,Clothing,Digital,High,2187051,0.11,0.132,320446,570393880,260.81,53
Kanpur,2023-10,Healthcare,Radio,Medium,968648,0.14,0.024,26502,79771020,82.35,53
Mumbai,2023-02,Furniture,Outdoor,Low,2552175,0.12,0.043,122912,432650240,169.52,40
Kolkata,2023-08,Clothing,Outdoor,Low,2489645,0.15,0.013,37220,63274000,25.41,22
Surat,2023-10,FMCG,Print,High,1372894,0.23,0.016,27018,31205790,22.73,53
Pune,2023-09,FMCG,Outdoor,Medium,2266141,0.27,0.014,40291,44118645,19.47,30
Chennai,2023-05,Electronics,Digital,Low,1561952,0.1,0.122,209613,943258500,603.9,65
Kanpur,2023-10,Healthcare,Outdoor,Low,1701523,0.22,0.052,107944,294687120,173.19,22
Bangalore,2023-04,Healthcare,Digital,High,1334038,0.14,0.079,120143,361630430,271.08,65
Mumbai,2023-06,Clothing,Digital,Medium,1364825,0.3,0.12,212912,298076800,218.4,22
Ahmedabad,2023-08,Furniture,TV,High,2326911,0.12,0.079,205885,724715200,311.45,53
Chennai,2023-11,Healthcare,Print,Medium,1873716,0.05,0.07,137718,457912350,244.39,53
Surat,2023-03,Clothing,Radio,Medium,1287715,0.18,0.012,18234,29903760,23.22,40
Bangalore,2023-10,Clothing,Digital,High,580456,0.09,0.09,56942,103634440,178.54,22
Surat,2023-11,Healthcare,Print,High,565783,0.06,0.027,16192,53271680,94.16,30
Chennai,2023-11,Clothing,Radio,Medium,2431390,0.22,0.117,347056,541407360,222.67,53
Kanpur,2023-01,Electronics,Outdoor,High,2529613,0.23,0.046,143125,551031250,217.83,40
Bangalore,2023-04,Electronics,Print,Low,779509,0.17,0.104,94850,393627500,504.97,53
Surat,2023-04,Healthcare,Print,Low,1922975,0.22,0.1,234602,640463460,333.06,65
Ahmedabad,2023-01,Furniture,Print,Low,1403261,0.18,0.096,158961,521392080,371.56,53
Kolkata,2023-09,Electronics,Outdoor,Low,1188863,0.21,0.047,67610,267059500,224.63,22
Delhi,2023-03,Electronics,Outdoor,Low,838531,0.2,0.047,47293,189172000,225.6,40
Kolkata,2023-05,Healthcare,Print,High,579942,0.22,0.131,92686,253032780,436.31,22
Chennai,2023-06,FMCG,TV,Medium,2218864,0.1,0.012,29289,39540150,17.82,30
Mumbai,2023-08,Clothing,Digital,High,2237317,0.12,0.035,87702,154355520,68.99,30
Delhi,2023-06,Electronics,Outdoor,Low,2852537,0.16,0.095,314349,1320265800,462.84,53
Pune,2023-03,FMCG,TV,Low,2029946,0.16,0.124,291987,367903620,181.24,40
Ahmedabad,2023-06,Furniture,Outdoor,High,1788719,0.24,0.06,133080,404563200,226.17,40
Pune,2023-01,FMCG,Print,High,2213261,0.14,0.101,254834,328735860,148.53,40
Bangalore,2023-04,Healthcare,TV,Medium,1446950,0.09,0.088,138791,442049335,305.5,40
Delhi,2023-06,Furniture,Radio,Low,598975,0.11,0.019,12632,44969920,75.08,53
Pune,2023-07,Furniture,Digital,High,1484670,0.1,0.097,158414,570290400,384.12,22
Pune,2023-11,FMCG,Digital,Medium,1801775,0.23,0.124,274806,317400930,176.16,53
Surat,2023-11,Healthcare,Outdoor,Low,1347094,0.17,0.149,234838,682204390,506.43,22
Kolkata,2023-10,Electronics,Digital,Low,1546527,0.23,0.014,26631,102529350,66.3,65
Surat,2023-03,FMCG,Radio,Low,580249,0.15,0.102,68063,86780325,149.56,65
Delhi,2023-09,Electronics,TV,High,2476664,0.27,0.068,213884,780676600,315.21,22
Delhi,2023-12,FMCG,TV,Low,2581565,0.3,0.011,36916,38761800,15.01,53
Chennai,2023-12,Electronics,Print,Low,2320407,0.22,0.096,271766,1059887400,456.77,30
Surat,2023-07,FMCG,TV,Medium,613094,0.27,0.027,21022,23019090,37.55,53
Hyderabad,2023-01,Furniture,Outdoor,High,1510650,0.18,0.063,112301,368347280,243.83,30
Kolkata,2023-02,Clothing,Radio,Medium,2861386,0.28,0.047,172140,247881600,86.63,53
Delhi,2023-01,Furniture,Print,High,2357462,0.26,0.061,181194,536334240,227.5,40
Chennai,2023-11,Electronics,Outdoor,Low,2127948,0.3,0.079,218540,764890000,359.45,40
Surat,2023-09,Healthcare,Outdoor,Medium,970459,0.21,0.06,70455,194808075,200.74,65
Kolkata,2023-09,Furniture,Outdoor,High,1213926,0.24,0.087,130958,398112320,327.95,65
Surat,2023-07,Clothing,Digital,High,953104,0.19,0.043,48770,79007400,82.89,22
Pune,2023-10,Electronics,Outdoor,Low,2169967,0.11,0.099,238457,1061133650,489.01,30
Chennai,2023-03,Furniture,Digital,Low,2762047,0.14,0.13,409335,1408112400,509.81,40
Kolkata,2023-05,FMCG,TV,Medium,1449511,0.27,0.041,75476,82646220,57.02,53
Kanpur,2023-04,Healthcare,Digital,Medium,1390992,0.06,0.081,119430,392924700,282.48,22
Bangalore,2023-07,Electronics,Outdoor,High,2609898,0.2,0.101,316319,1265276000,484.8,53
Bangalore,2023-09,Furniture,Radio,Medium,1136260,0.14,0.089,115284,396576960,349.02,40
Kolkata,2023-12,Electronics,Radio,Low,2120959,0.15,0.061,148785,632336250,298.14,40
Surat,2023-02,FMCG,TV,Medium,2698635,0.27,0.1,342726,375284970,139.06,40
Chennai,2023-08,Clothing,Outdoor,Medium,741411,0.26,0.014,13078,19355440,26.11,40
Bangalore,2023-09,Furniture,Digital,High,2193766,0.2,0.062,163216,522291200,238.08,53
Chennai,2023-10,Electronics,Radio,Low,726218,0.12,0.085,69135,304194000,418.87,22
Bangalore,2023-10,Electronics,Print,High,1828467,0.17,0.013,27810,115411500,63.12,40
Pune,2023-09,Electronics,Outdoor,Low,1450414,0.15,0.081,135106,574200500,395.89,65
Surat,2023-10,Clothing,Outdoor,Low,2103239,0.14,0.102,244564,420650080,200.0,22
Pune,2023-07,Electronics,Print,High,1427580,0.08,0.116,178847,822696200,576.29,65
Bangalore,2023-09,Healthcare,Radio,Medium,1403044,0.19,0.026,43410,123067350,87.71,53
Kanpur,2023-09,Healthcare,Print,High,1921261,0.13,0.149,323482,985002690,512.69,40
Kanpur,2023-03,Electronics,TV,Medium,666321,0.22,0.095,77226,301181400,452.01,22
Pune,2023-04,Healthcare,Digital,High,706690,0.13,0.061,48712,148328040,209.89,40
Kanpur,2023-02,Furniture,Digital,High,2587745,0.16,0.045,135080,453868800,175.39,40
Bangalore,2023-10,Healthcare,Radio,Medium,2551125,0.06,0.09,243377,800710330,313.87,22
Kolkata,2023-03,Electronics,Print,Medium,2525039,0.3,0.133,436579,1528026500,605.15,40
Pune,2023-11,FMCG,Outdoor,Medium,965802,0.18,0.083,94590,116345700,120.47,40
Mumbai,2023-11,Furniture,Outdoor,High,2918608,0.06,0.103,318653,1198135280,410.52,30
Surat,2023-05,Clothing,Outdoor,Medium,679170,0.19,0.06,48492,78557040,115.67,30
Kanpur,2023-05,Electronics,TV,Medium,1035702,0.27,0.064,84181,307260650,296.67,22
Kanpur,2023-06,Clothing,TV,Medium,1957668,0.24,0.05,121375,184490000,94.24,22
Delhi,2023-07,FMCG,Outdoor,Low,668501,0.23,0.109,89625,103516875,154.85,40
Hyderabad,2023-07,Clothing,Radio,Medium,1764439,0.08,0.06,114335,210376400,119.23,65
Pune,2023-01,Electronics,TV,Medium,885537,0.21,0.037,39645,156597750,176.84,22
Ahmedabad,2023-02,Electronics,TV,Medium,1260669,0.24,0.062,96920,368296000,292.14,40
Kanpur,2023-12,FMCG,Digital,Low,2855621,0.19,0.13,441764,536743260,187.96,65
Surat,2023-09,Electronics,Digital,Low,1470413,0.27,0.113,211018,770215700,523.81,30
Mumbai,2023-10,FMCG,Radio,Medium,1132457,0.12,0.057,72296,95430720,84.27,22
Kanpur,2023-02,FMCG,TV,Medium,531528,0.11,0.137,80829,107906715,203.01,40
Mumbai,2023-06,Electronics,TV,Medium,1003411,0.27,0.02,25486,93023900,92.71,30
Bangalore,2023-11,Healthcare,Print,Medium,898169,0.21,0.017,18475,51083375,56.88,53
Bangalore,2023-11,FMCG,Radio,Low,1150016,0.05,0.028,33810,48179250,41.89,30
Hyderabad,2023-01,Electronics,Radio,Medium,2782039,0.14,0.026,82459,354573700,127.45,40
